Pedido;Data Cadastro;Produto;Descrição Produto;Quantidade Compra;Unidade de Compra;Preço Unit. Compra;Fornecedor;Descrição Fornecedor;Situação Pedido;Previsão Entrega Inicial;Previsão Entrega Atual;Comprador;Nome Comprador;Condição Pagamento;Descrição Condição Pagamento;Data Recebimentos;Máscara de Entrada
58616;29/09/2023;52108;Gaxeta 18701375 1.3/8'x1.3/4';1;PC;30;21691;BERTOLDI MANGUEIRAS E CONEXOES LTDA;Atendido;29/09/2023;29/09/2023;55;Gabriel André Bertram;6;28 DIAS;29/09/2023;4.01.06.01.02.00067
54617;11/01/2023;52118;Paraf Sext M8x20x1,25mm 5.8 ZA;2;CT;42,4;20061;COREMMA AUTO PECAS E PARAFUSOS;Atendido;13/01/2023;13/01/2023;55;Gabriel André Bertram;6;28 DIAS;12/01/2023;1.99.04.01.01.00073
55304;24/02/2023;52118;Paraf Sext M8x20x1,25mm 5.8 ZA;2;CT;32,3;20061;COREMMA AUTO PECAS E PARAFUSOS;Atendido;02/03/2023;02/03/2023;55;Gabriel André Bertram;26;28/56;02/03/2023;1.99.04.01.01.00073
56416;17/05/2023;52118;Paraf Sext M8x20x1,25mm 5.8 ZA;2;CT;32,3;20061;COREMMA AUTO PECAS E PARAFUSOS;Atendido;29/05/2023;29/05/2023;55;Gabriel André Bertram;26;28/56;19/05/2023;1.99.04.01.01.00073
57455;27/07/2023;52118;Paraf Sext M8x20x1,25mm 5.8 ZA;2;CT;24,99;20061;COREMMA AUTO PECAS E PARAFUSOS;Atendido;01/08/2023;02/08/2023;55;Gabriel André Bertram;6;28 DIAS;02/08/2023;1.99.04.01.01.00073
57934;22/08/2023;52118;Paraf Sext M8x20x1,25mm 5.8 ZA;1;CT;29,9;20061;COREMMA AUTO PECAS E PARAFUSOS;Atendido;29/08/2023;29/08/2023;55;Gabriel André Bertram;6;28 DIAS;28/08/2023;1.99.04.01.01.00073
58544;26/09/2023;52118;Paraf Sext M8x20x1,25mm 5.8 ZA;5;CT;37,1;20061;COREMMA AUTO PECAS E PARAFUSOS;Atendido;02/10/2023;02/10/2023;55;Gabriel André Bertram;6;28 DIAS;29/09/2023;1.99.04.01.01.00073
55859;06/04/2023;52139;Chave Allen 13Pçs Polegada (JOGO);1;PC;182,7;20991;CICAMPO MAQUINAS E FERRAMENTAS LTDA;Atendido;06/04/2023;14/04/2023;55;Gabriel André Bertram;6;28 DIAS;12/04/2023;4.01.11.01.01.00271
55335;24/02/2023;52173;Induzido 220V C/ Ventoinha;1;PC;198,04;23878;AUTORIZADA ASSISTENCIA TECNICA E COMERCIO DE PECAS;Atendido;25/02/2023;25/02/2023;55;Gabriel André Bertram;6;28 DIAS;27/02/2023;4.01.02.01.01.00049
56495;24/05/2023;52173;Induzido 220V C/ Ventoinha;1;PC;256;23761;MW MAQUINAS E FERRAMENTAS LTDA;Atendido;26/05/2023;26/05/2023;55;Gabriel André Bertram;6;28 DIAS;24/05/2023;4.01.02.01.01.00049
58216;05/09/2023;52173;Induzido 220V C/ Ventoinha;2;PC;203,99;23878;AUTORIZADA ASSISTENCIA TECNICA E COMERCIO DE PECAS;Atendido;05/09/2023;05/09/2023;55;Gabriel André Bertram;6;28 DIAS;11/09/2023;4.01.02.01.01.00049
56809;14/06/2023;52383;Chave Multidentada (JOGO);1;UN;378;20141;FERRAMENTAS GERAIS COMERCIO IMP DE FERRAM. E MAQUINAS LTDA;Atendido;15/06/2023;18/07/2023;55;Gabriel André Bertram;84;42 dias;14/07/2023;4.01.11.01.01.00273
56257;08/05/2023;52384;Paraf Frances 5/16x1.1/2;3;PC;0,31;20071;COMERCIO PARAF. FERR. BERTOLDI LTDA;Atendido;08/05/2023;08/05/2023;55;Gabriel André Bertram;6;28 DIAS;08/05/2023;4.01.15.01.01.00220
59976;19/12/2023;52434;Extrator Parafuso Quebrado 1a5.0;1;JG;79;20071;COMERCIO PARAF. FERR. BERTOLDI LTDA;Atendido;19/12/2023;19/12/2023;55;Gabriel André Bertram;6;28 DIAS;18/12/2023;4.01.11.01.01.00274
54930;31/01/2023;52571;Balsamo Branco Sol 30Ml;1;PC;19,9;23073;FARMAHAAS DROGARIA LTDA EPP;Atendido;31/01/2023;31/01/2023;55;Gabriel André Bertram;24;A VISTA;31/01/2023;3.30.01.01.01.00030
58001;25/08/2023;52571;Balsamo Branco Sol 30Ml;1;PC;19,9;23073;FARMAHAAS DROGARIA LTDA EPP;Atendido;25/08/2023;28/08/2023;55;Gabriel André Bertram;24;A VISTA;28/08/2023;3.30.01.01.01.00030
57701;09/08/2023;52645;Perfil W 250X22,3 ASTM A572 GR50;267,6;KG;9,9966;23079;GERDAU ACOS LONGOS S A;Atendido;14/08/2023;17/08/2023;109;Marcia - Compras;6;28 DIAS;17/08/2023;1.01.03.01.01.01380
58122;31/08/2023;52650;Tubo Quadrado 100x100x6,3mm;114,75;KG;7,2459;21946;MKRAFT COMERCIO DE METAIS LTDA;Atendido;04/09/2023;05/09/2023;109;Marcia - Compras;12;28/42/56 DIAS;06/09/2023;1.11.12.17.06.00155
54924;30/01/2023;52661;Grampo 5/8 82x360mm(UNC)B;102;PC;15,55;23626;TERCILIO MARCHETTI IND E COM DE AUTOPECAS LTDA;Atendido;13/03/2023;24/03/2023;109;Marcia - Compras;9;28/42 DIAS;27/03/2023;1.04.06.01.01.00030
54924;30/01/2023;52661;Grampo 5/8 82x360mm(UNC)B;50;PC;15,55;23626;TERCILIO MARCHETTI IND E COM DE AUTOPECAS LTDA;Atendido;13/03/2023;13/03/2023;109;Marcia - Compras;9;28/42 DIAS;27/03/2023;1.04.06.01.01.00030
54925;30/01/2023;52661;Grampo 5/8 82x360mm(UNC)B;120;PC;15,55;23626;TERCILIO MARCHETTI IND E COM DE AUTOPECAS LTDA;Atendido;11/04/2023;11/04/2023;109;Marcia - Compras;9;28/42 DIAS;18/04/2023;1.04.06.01.01.00030
57624;04/08/2023;52661;Grampo 5/8 82x360mm(UNC)B;200;PC;17,56;23626;TERCILIO MARCHETTI IND E COM DE AUTOPECAS LTDA;Atendido;18/09/2023;18/09/2023;109;Marcia - Compras;9;28/42 DIAS;26/09/2023;1.04.06.01.01.00030
58729;06/10/2023;52661;Grampo 5/8 82x360mm(UNC)B;100;PC;13,41;20201;METALURGICA FEY LTDA.;Atendido;01/11/2023;23/10/2023;109;Marcia - Compras;28;28/56/84 DIAS;25/10/2023 - 07/11/2023;1.04.06.01.01.00030
55531;09/03/2023;52723;Remendo a Frio Redondo R-00 30mm;3;CT;8;21496;COMERCIO DE FERRAGENS ZICKUHR LTDA;Atendido;09/03/2023;09/03/2023;55;Gabriel André Bertram;6;28 DIAS;09/03/2023;4.01.21.01.01.00149
55584;15/03/2023;52757;Folha de Carbono p/ Papel;5;PC;1,5;23785;PAPELARIA 2000;Atendido;16/03/2023;16/03/2023;55;Gabriel André Bertram;2;7 DIAS;15/03/2023;3.49.01.01.01.00089
56873;19/06/2023;52757;Folha de Carbono p/ Papel;6;PC;1,35;24679;NATIVA COMERCIO DE MATERIAL PARA ESCRITORIO LTDA;Atendido;23/06/2023;23/06/2023;55;Gabriel André Bertram;6;28 DIAS;30/06/2023;3.49.01.01.01.00089
55773;31/03/2023;52781;Pastilha Freio Dianteiro (PALIO);1;JG;145,6;20002;KRAMBECK COMERCIO DE AUTOPECAS LTDA;Atendido;31/03/2023;31/03/2023;55;Gabriel André Bertram;5;21 DIAS;31/03/2023;4.01.17.01.01.00209
56131;26/04/2023;52781;Pastilha Freio Dianteiro (PALIO);1;JG;145,6;20002;KRAMBECK COMERCIO DE AUTOPECAS LTDA;Atendido;27/04/2023;27/04/2023;55;Gabriel André Bertram;5;21 DIAS;26/04/2023;4.01.17.01.01.00209
56938;23/06/2023;52781;Pastilha Freio Dianteiro (PALIO);1;JG;140;24723;CENTRO AUTOMOTIVO EMBUARTE LTDA;Atendido;23/06/2023;23/06/2023;55;Gabriel André Bertram;24;A VISTA;21/06/2023;4.01.17.01.01.00209
56938;23/06/2023;52782;Disco Freio Dianteiro (PALIO);1;PAR;405;24723;CENTRO AUTOMOTIVO EMBUARTE LTDA;Atendido;23/06/2023;23/06/2023;55;Gabriel André Bertram;24;A VISTA;21/06/2023;4.01.17.01.01.00210
55321;24/02/2023;52783;Oleo Motor Total 5W-40 (PALIO);4;UN;65;20082;D. FERRARI & CIA. LTDA. (PETROBRAS);Atendido;25/02/2023;25/02/2023;55;Gabriel André Bertram;24;A VISTA;23/02/2023;4.01.17.01.01.00211
55551;10/03/2023;52783;Oleo Motor Total 5W-40 (PALIO);3;UN;70;20082;D. FERRARI & CIA. LTDA. (PETROBRAS);Atendido;14/03/2023;14/03/2023;55;Gabriel André Bertram;24;A VISTA;09/03/2023;4.01.17.01.01.00211
55773;31/03/2023;52783;Oleo Motor Total 5W-40 (PALIO);4;UN;54;20002;KRAMBECK COMERCIO DE AUTOPECAS LTDA;Atendido;31/03/2023;31/03/2023;55;Gabriel André Bertram;5;21 DIAS;31/03/2023;4.01.17.01.01.00211
56131;26/04/2023;52783;Oleo Motor Total 5W-40 (PALIO);4;UN;59,4;20002;KRAMBECK COMERCIO DE AUTOPECAS LTDA;Atendido;27/04/2023;27/04/2023;55;Gabriel André Bertram;5;21 DIAS;26/04/2023;4.01.17.01.01.00211
56938;23/06/2023;52783;Oleo Motor Total 5W-40 (PALIO);3;UN;55;24723;CENTRO AUTOMOTIVO EMBUARTE LTDA;Atendido;23/06/2023;23/06/2023;55;Gabriel André Bertram;24;A VISTA;21/06/2023;4.01.17.01.01.00211
58867;13/10/2023;52783;Oleo Motor Total 5W-40 (PALIO);4;UN;65;20082;D. FERRARI & CIA. LTDA. (PETROBRAS);Atendido;13/10/2023;13/10/2023;55;Gabriel André Bertram;7;30 DIAS;16/10/2023;4.01.17.01.01.00211
59681;04/12/2023;52783;Oleo Motor Total 5W-40 (PALIO);4;UN;65;20082;D. FERRARI & CIA. LTDA. (PETROBRAS);Atendido;05/12/2023;05/12/2023;55;Gabriel André Bertram;7;30 DIAS;30/11/2023;4.01.17.01.01.00211
59915;15/12/2023;52825;(1) Tomada 2P+T 10A;20;PC;3,1;22513;ALFA DISTRIBUIDORA;Atendido;15/12/2023;15/12/2023;55;Gabriel André Bertram;6;28 DIAS;15/12/2023;4.01.02.05.01.00029
55780;31/03/2023;52949;Luminaria LED 24VCC - 720LUM Branco;10;PC;71,55;20598;IMATRON IND. MET. ELETRONICA LTDA.;Atendido;11/04/2023;11/04/2023;109;Marcia - Compras;6;28 DIAS;04/04/2023;1.05.01.03.01.00013
59301;09/11/2023;52997;Tampa Bateria SP50 STANDARD C/ Trava;1;PC;620,8;20326;W. BREITKOPF COM. & IND. LTDA.;Atendido;10/11/2023;13/11/2023;55;Gabriel André Bertram;6;28 DIAS;09/11/2023;4.01.02.01.01.00050
56388;16/05/2023;52998;Rolamento Porta Carga (HYSTER);8;PC;119;21084;EMPIBLU  COMERCIAL LTDA.;Atendido;17/05/2023;17/05/2023;55;Gabriel André Bertram;6;28 DIAS;15/05/2023;4.01.05.01.01.00194
55958;14/04/2023;53048;Cojunto Pino Trava;10;PC;11,58;23904;SEYCONEL AUTOMACAO INDUSTRIAL LTDA;Atendido;20/04/2023;28/04/2023;55;Gabriel André Bertram;24;A VISTA;26/04/2023;4.01.01.02.02.00022
54930;31/01/2023;53283;Sal de Fruta Eno;4;UN;3,6025;23073;FARMAHAAS DROGARIA LTDA EPP;Atendido;31/01/2023;31/01/2023;55;Gabriel André Bertram;24;A VISTA;31/01/2023;3.30.01.01.01.00033
54930;31/01/2023;53283;Sal de Fruta Eno;5;UN;3,6025;23073;FARMAHAAS DROGARIA LTDA EPP;Atendido;31/01/2023;31/01/2023;55;Gabriel André Bertram;24;A VISTA;31/01/2023;3.30.01.01.01.00033
54930;31/01/2023;53283;Sal de Fruta Eno;3;UN;3,6033;23073;FARMAHAAS DROGARIA LTDA EPP;Atendido;31/01/2023;31/01/2023;55;Gabriel André Bertram;24;A VISTA;31/01/2023;3.30.01.01.01.00033
54930;31/01/2023;53283;Sal de Fruta Eno;5;UN;3,6033;23073;FARMAHAAS DROGARIA LTDA EPP;Atendido;31/01/2023;31/01/2023;55;Gabriel André Bertram;24;A VISTA;31/01/2023;3.30.01.01.01.00033
54930;31/01/2023;53283;Sal de Fruta Eno;3;UN;3,6033;23073;FARMAHAAS DROGARIA LTDA EPP;Atendido;31/01/2023;31/01/2023;55;Gabriel André Bertram;24;A VISTA;31/01/2023;3.30.01.01.01.00033
56152;26/04/2023;53283;Sal de Fruta Eno;15;UN;4,042;23073;FARMAHAAS DROGARIA LTDA EPP;Atendido;26/04/2023;03/05/2023;55;Gabriel André Bertram;24;A VISTA;02/05/2023;3.30.01.01.01.00033
57133;05/07/2023;53283;Sal de Fruta Eno;20;UN;4,042;23073;FARMAHAAS DROGARIA LTDA EPP;Atendido;05/07/2023;05/07/2023;55;Gabriel André Bertram;24;A VISTA;06/07/2023;3.30.01.01.01.00033
58001;25/08/2023;53283;Sal de Fruta Eno;20;UN;4,0433;23073;FARMAHAAS DROGARIA LTDA EPP;Atendido;25/08/2023;28/08/2023;55;Gabriel André Bertram;24;A VISTA;28/08/2023;3.30.01.01.01.00033
54674;16/01/2023;53331;Tubo Aco Quadrado 8x75x6000mm;400;KG;21,87;20526;METALURGICA GOLIN S/A.;Atendido;06/02/2023;06/02/2023;109;Marcia - Compras;10;30/60 DIAS;31/01/2023;1.09.01.01.03.00014
54912;30/01/2023;53331;Tubo Aco Quadrado 8x75x6000mm;1.200,00;KG;21,87;20526;METALURGICA GOLIN S/A.;Atendido;06/03/2023;06/03/2023;109;Marcia - Compras;10;30/60 DIAS;07/03/2023;1.09.01.01.03.00014
55645;21/03/2023;53331;Tubo Aco Quadrado 8x75x6000mm;300;KG;21,87;20526;METALURGICA GOLIN S/A.;Atendido;03/04/2023;28/04/2023;109;Marcia - Compras;10;30/60 DIAS;08/05/2023;1.09.01.01.03.00014
55645;21/03/2023;53331;Tubo Aco Quadrado 8x75x6000mm;300;KG;21,87;20526;METALURGICA GOLIN S/A.;Atendido;03/06/2023;03/06/2023;109;Marcia - Compras;10;30/60 DIAS;11/05/2023;1.09.01.01.03.00014
55645;21/03/2023;53331;Tubo Aco Quadrado 8x75x6000mm;300;KG;21,87;20526;METALURGICA GOLIN S/A.;Atendido;07/08/2023;07/08/2023;109;Marcia - Compras;10;30/60 DIAS;11/05/2023;1.09.01.01.03.00014
56484;24/05/2023;53331;Tubo Aco Quadrado 8x75x6000mm;1.000,00;KG;21,87;20526;METALURGICA GOLIN S/A.;Atendido;05/06/2023;12/06/2023;109;Marcia - Compras;10;30/60 DIAS;07/06/2023;1.09.01.01.03.00014
56987;27/06/2023;53331;Tubo Aco Quadrado 8x75x6000mm;3.444,00;KG;20,5;20526;METALURGICA GOLIN S/A.;Atendido;24/07/2023;24/07/2023;109;Marcia - Compras;10;30/60 DIAS;18/07/2023;1.09.01.01.03.00014
57353;20/07/2023;53331;Tubo Aco Quadrado 8x75x6000mm;3.000,00;KG;20,5;20526;METALURGICA GOLIN S/A.;Atendido;14/08/2023;14/08/2023;109;Marcia - Compras;10;30/60 DIAS;29/08/2023;1.09.01.01.03.00014
59455;17/11/2023;53331;Tubo Aco Quadrado 8x75x6000mm;3.000,00;KG;20,5;20526;METALURGICA GOLIN S/A.;Atendido;08/01/2024;31/01/2024;109;Marcia - Compras;10;30/60 DIAS;30/01/2024;1.09.01.01.03.00014
56513;25/05/2023;53369;Dispositivo de Pressao (ap solda);2;PC;83;21732;H SOLDAS MAQUINAS LTDA;Atendido;26/05/2023;26/05/2023;55;Gabriel André Bertram;6;28 DIAS;24/05/2023;4.01.09.01.09.00075
57697;09/08/2023;53369;Dispositivo de Pressao (ap solda);1;PC;59,28;21732;H SOLDAS MAQUINAS LTDA;Atendido;09/08/2023;09/08/2023;55;Gabriel André Bertram;6;28 DIAS;08/08/2023;4.01.09.01.09.00075
58207;05/09/2023;53369;Dispositivo de Pressao (ap solda);1;PC;59,28;21732;H SOLDAS MAQUINAS LTDA;Atendido;05/09/2023;05/09/2023;55;Gabriel André Bertram;6;28 DIAS;05/09/2023;4.01.09.01.09.00075
57145;05/07/2023;53391;Sabão Desengraxante Líquido;1;GL;167,74;20071;COMERCIO PARAF. FERR. BERTOLDI LTDA;Atendido;06/07/2023;05/07/2023;55;Gabriel André Bertram;6;28 DIAS;06/07/2023;3.43.01.01.01.00070
58634;03/10/2023;53391;Sabão Desengraxante Líquido;2;GL;159,61;20071;COMERCIO PARAF. FERR. BERTOLDI LTDA;Atendido;03/10/2023;03/10/2023;55;Gabriel André Bertram;6;28 DIAS;10/10/2023;3.43.01.01.01.00070
56117;25/04/2023;53413;Cinta Catraca;2;PC;85;21496;COMERCIO DE FERRAGENS ZICKUHR LTDA;Atendido;27/04/2023;27/04/2023;55;Gabriel André Bertram;6;28 DIAS;26/04/2023;4.01.21.01.01.00156
58111;31/08/2023;53413;Cinta Catraca;1;PC;40,5;20991;CICAMPO MAQUINAS E FERRAMENTAS LTDA;Atendido;31/08/2023;31/08/2023;55;Gabriel André Bertram;6;28 DIAS;29/08/2023;4.01.21.01.01.00156
58333;13/09/2023;53413;Cinta Catraca;3;PC;31,57;24377;FIX CENTER COMERCIO DE AUTO PECAS LTDA;Atendido;18/09/2023;18/09/2023;55;Gabriel André Bertram;9;28/42 DIAS;18/09/2023;4.01.21.01.01.00156
58479;21/09/2023;53413;Cinta Catraca;4;PC;40,5;20991;CICAMPO MAQUINAS E FERRAMENTAS LTDA;Atendido;21/09/2023;21/09/2023;55;Gabriel André Bertram;6;28 DIAS;19/09/2023;4.01.21.01.01.00156
56117;25/04/2023;53639;Escova Aco Circular;2;PC;15,5;21496;COMERCIO DE FERRAGENS ZICKUHR LTDA;Atendido;27/04/2023;27/04/2023;55;Gabriel André Bertram;6;28 DIAS;26/04/2023;4.01.11.01.01.00284
54700;17/01/2023;53671;Broca de Videa Curta;1;PC;32,1;20991;CICAMPO MAQUINAS E FERRAMENTAS LTDA;Atendido;17/01/2023;17/01/2023;55;Gabriel André Bertram;6;28 DIAS;17/01/2023;4.01.12.01.01.00101
54700;17/01/2023;53671;Broca de Videa Curta;1;PC;29,2;20991;CICAMPO MAQUINAS E FERRAMENTAS LTDA;Atendido;17/01/2023;17/01/2023;55;Gabriel André Bertram;6;28 DIAS;17/01/2023;4.01.12.01.01.00101
58392;18/09/2023;53696;Arruela Lisa M12 Galv. Fogo;80;PC;0,261;20071;COMERCIO PARAF. FERR. BERTOLDI LTDA;Atendido;18/09/2023;18/09/2023;55;Gabriel André Bertram;6;28 DIAS;25/09/2023;1.21.01.01.01.00521
58392;18/09/2023;53697;Arruela Pressão M12 Galv. Fogo;60;PC;0,2496;20071;COMERCIO PARAF. FERR. BERTOLDI LTDA;Atendido;18/09/2023;18/09/2023;55;Gabriel André Bertram;6;28 DIAS;25/09/2023;1.21.01.01.01.00522
56266;08/05/2023;53698;Paraf Frances 3/8x4 1/2';6;PC;1,5967;20071;COMERCIO PARAF. FERR. BERTOLDI LTDA;Atendido;08/05/2023;08/05/2023;55;Gabriel André Bertram;6;28 DIAS;08/05/2023;1.04.01.11.01.00031
54657;13/01/2023;53733;Suporte Inf Vareta Nivel -  KLL 30110027401;10;PC;23,61;20366;KLL EQUIPAMENTOS P/ TRANSPORTE LTDA;Atendido;06/02/2023;06/02/2023;109;Marcia - Compras;12;28/42/56 DIAS;10/02/2023;1.20.08.01.01.00079
55954;13/04/2023;53733;Suporte Inf Vareta Nivel -  KLL 30110027401;10;PC;23,61;20366;KLL EQUIPAMENTOS P/ TRANSPORTE LTDA;Atendido;15/05/2023;22/05/2023;109;Marcia - Compras;12;28/42/56 DIAS;23/05/2023;1.20.08.01.01.00079
56837;16/06/2023;53733;Suporte Inf Vareta Nivel -  KLL 30110027401;10;PC;28,01;20366;KLL EQUIPAMENTOS P/ TRANSPORTE LTDA;Atendido;29/06/2023;29/06/2023;109;Marcia - Compras;12;28/42/56 DIAS;30/06/2023;1.20.08.01.01.00079
57195;06/07/2023;53733;Suporte Inf Vareta Nivel -  KLL 30110027401;20;PC;28,01;20366;KLL EQUIPAMENTOS P/ TRANSPORTE LTDA;Atendido;07/08/2023;27/07/2023;109;Marcia - Compras;12;28/42/56 DIAS;03/08/2023;1.20.08.01.01.00079
59656;01/12/2023;53733;Suporte Inf Vareta Nivel -  KLL 30110027401;20;PC;28,01;24843;SAF-HOLLAND DO BRASIL IND PROD EIXOS E EQUIP;Atendido;08/01/2024;08/01/2024;109;Marcia - Compras;12;28/42/56 DIAS;19/12/2023;1.20.08.01.01.00079
58145;31/08/2023;53759;Diafragma Regulador (ACETILENO);2;PC;78,71;23118;VTR BRASIL COM EQUIP. OXICORTE EIRELI - EPP;Atendido;06/09/2023;14/09/2023;55;Gabriel André Bertram;82;15 dias;14/09/2023;4.01.09.01.09.00076
55632;17/03/2023;53764;Colirio;1;PC;14,99;23073;FARMAHAAS DROGARIA LTDA EPP;Atendido;20/03/2023;20/03/2023;55;Gabriel André Bertram;24;A VISTA;17/03/2023;3.30.01.01.01.00035
58001;25/08/2023;53764;Colirio;1;PC;13,12;23073;FARMAHAAS DROGARIA LTDA EPP;Atendido;25/08/2023;28/08/2023;55;Gabriel André Bertram;24;A VISTA;28/08/2023;3.30.01.01.01.00035
54835;26/01/2023;53780;Esticapuxador P/Auto N°01;2;UN;2,8;21496;COMERCIO DE FERRAGENS ZICKUHR LTDA;Atendido;27/01/2023;27/01/2023;55;Gabriel André Bertram;6;28 DIAS;25/01/2023;4.01.08.02.02.00041
54835;26/01/2023;53792;Gancho Forjado 2T Para Eleveção;2;PC;0,85;21496;COMERCIO DE FERRAGENS ZICKUHR LTDA;Atendido;27/01/2023;27/01/2023;55;Gabriel André Bertram;6;28 DIAS;25/01/2023;4.01.21.01.01.00160
55455;06/03/2023;53792;Gancho Forjado 2T Para Eleveção;2;PC;71,1;20141;FERRAMENTAS GERAIS COMERCIO IMP DE FERRAM. E MAQUINAS LTDA;Atendido;09/03/2023;09/03/2023;55;Gabriel André Bertram;84;42 dias;15/03/2023;4.01.21.01.01.00160
59592;28/11/2023;54021;Mangueira Ar 3/8 (100% BORRACHA - MAA300);100;M;13,75;24433;ONFLEX BR MANGUEIRAS E CONEXOES LTDA;Atendido;30/11/2023;30/11/2023;55;Gabriel André Bertram;6;28 DIAS;30/11/2023;4.01.07.11.01.00040
56894;21/06/2023;54048;Rebolo A36 QVS 152.4x25.4x31.75 (MANUTENÇAO);2;UN;55,7;21600;CHIMAS INDUSTRIA E COMERCIO LTDA;Atendido;23/06/2023;27/06/2023;55;Gabriel André Bertram;12;28/42/56 DIAS;28/06/2023;4.01.21.01.01.00166
55234;20/02/2023;54049;Adesivo Instantanio Cianoacrilato 100Gr;2;UN;83,84;20263;GESSNER MATERIAL DE CONSTRUCAO LTDA;Atendido;20/02/2023;20/02/2023;55;Gabriel André Bertram;4;14 DIAS;17/02/2023;4.01.21.01.01.00167
55876;06/04/2023;54052;Botao Pulsador (ESMERILHADEIRA BOSCH);1;PC;10,28;23878;AUTORIZADA ASSISTENCIA TECNICA E COMERCIO DE PECAS;Atendido;11/04/2023;11/04/2023;55;Gabriel André Bertram;6;28 DIAS;06/04/2023;4.01.02.09.01.00023
59206;06/11/2023;54061;Paraf AA Cab Chata PH Inox 5.5x25;2;CT;30,56;20061;COREMMA AUTO PECAS E PARAFUSOS;Atendido;08/11/2023;13/11/2023;55;Gabriel André Bertram;6;28 DIAS;13/11/2023;1.04.01.06.01.00009
54896;30/01/2023;54224;Paraf Sex MA 8.8 20x120;4;PC;5,3;20071;COMERCIO PARAF. FERR. BERTOLDI LTDA;Atendido;30/01/2023;01/02/2023;55;Gabriel André Bertram;6;28 DIAS;01/02/2023;4.01.15.01.01.00229
55716;28/03/2023;54268;Lima Rotativa Oval 8mm;6;UN;114;23894;L. F. SILVEIRA COMERCIO DE FERRAMENTAS LTDA;Atendido;03/04/2023;28/04/2023;55;Gabriel André Bertram;12;28/42/56 DIAS;18/04/2023;2.02.02.01.03.00012
57562;01/08/2023;54268;Lima Rotativa Oval 8mm;6;UN;114;23894;L. F. SILVEIRA COMERCIO DE FERRAMENTAS LTDA;Atendido;11/08/2023;11/08/2023;55;Gabriel André Bertram;26;28/56;29/08/2023;2.02.02.01.03.00012
55273;20/02/2023;54332;Paraf AA Cab Oval 4,8x32 Zinc PH;20;CT;27,2;20061;COREMMA AUTO PECAS E PARAFUSOS;Atendido;24/02/2023;24/02/2023;55;Gabriel André Bertram;6;28 DIAS;21/02/2023;1.99.04.01.01.00075
56236;04/05/2023;54332;Paraf AA Cab Oval 4,8x32 Zinc PH;20;CT;27,2;20061;COREMMA AUTO PECAS E PARAFUSOS;Atendido;22/05/2023;22/05/2023;55;Gabriel André Bertram;26;28/56;10/05/2023;1.99.04.01.01.00075
59710;06/12/2023;54332;Paraf AA Cab Oval 4,8x32 Zinc PH;5;CT;21,6;20061;COREMMA AUTO PECAS E PARAFUSOS;Atendido;15/01/2024;15/01/2024;55;Gabriel André Bertram;6;28 DIAS;15/12/2023;1.99.04.01.01.00075
56795;14/06/2023;54344;Detergente Automotivo;1;GL;18,5;23340;MAXXLIMP HIGIENE E LIMPEZA LTDA;Atendido;15/06/2023;15/06/2023;55;Gabriel André Bertram;6;28 DIAS;12/06/2023;4.01.21.01.01.00189
57698;09/08/2023;54344;Detergente Automotivo;2;GL;23;23340;MAXXLIMP HIGIENE E LIMPEZA LTDA;Atendido;09/08/2023;09/08/2023;55;Gabriel André Bertram;6;28 DIAS;09/08/2023;4.01.21.01.01.00189
58067;30/08/2023;54344;Detergente Automotivo;4;GL;23;23340;MAXXLIMP HIGIENE E LIMPEZA LTDA;Atendido;30/08/2023;30/08/2023;55;Gabriel André Bertram;6;28 DIAS;29/08/2023;4.01.21.01.01.00189
59761;07/12/2023;54344;Detergente Automotivo;2;GL;23;23340;MAXXLIMP HIGIENE E LIMPEZA LTDA;Atendido;08/12/2023;08/12/2023;55;Gabriel André Bertram;6;28 DIAS;07/12/2023;4.01.21.01.01.00189
56795;14/06/2023;54346;Toalha Super Absorvemte (VEICULO);1;UN;27;23340;MAXXLIMP HIGIENE E LIMPEZA LTDA;Atendido;15/06/2023;15/06/2023;55;Gabriel André Bertram;6;28 DIAS;12/06/2023;4.01.21.01.01.00191
55240;20/02/2023;54370;Uniao Anteparo M16F C/ Porca M22;400;PC;17,58;20264;COBRA CONEXOES BRASIL IND.METAL.LT.;Atendido;06/03/2023;06/03/2023;109;Marcia - Compras;6;28 DIAS;07/03/2023;1.20.04.02.01.00070
56126;25/04/2023;54370;Uniao Anteparo M16F C/ Porca M22;500;PC;17,58;20264;COBRA CONEXOES BRASIL IND.METAL.LT.;Atendido;08/05/2023;08/05/2023;109;Marcia - Compras;6;28 DIAS;12/05/2023;1.20.04.02.01.00070
56730;09/06/2023;54370;Uniao Anteparo M16F C/ Porca M22;400;PC;17,58;20264;COBRA CONEXOES BRASIL IND.METAL.LT.;Atendido;17/07/2023;10/07/2023;109;Marcia - Compras;6;28 DIAS;07/07/2023 - 11/07/2023;1.20.04.02.01.00070
57003;27/06/2023;54370;Uniao Anteparo M16F C/ Porca M22;600;PC;17,58;20264;COBRA CONEXOES BRASIL IND.METAL.LT.;Atendido;14/08/2023;14/08/2023;109;Marcia - Compras;6;28 DIAS;20/07/2023;1.20.04.02.01.00070
58206;05/09/2023;54370;Uniao Anteparo M16F C/ Porca M22;1.000,00;PC;17,58;20264;COBRA CONEXOES BRASIL IND.METAL.LT.;Atendido;02/10/2023;02/10/2023;109;Marcia - Compras;6;28 DIAS;26/09/2023;1.20.04.02.01.00070
